bbl,address,ownername,property_manager,yearalter,numfloors,unitstotal,total_gross_floor_area,office_sqft,% Leased,LL33 grade,Latest_ENERGY_STAR_Score,Latest_Target_ENERGY_STAR_Score,Estimated_Target_ENERGY_STAR_Score,Class,LandlordContact,PropertyManagerContact,2024 Building OpEx/SF,Typical Floor Sq Ft,Number Of Elevators,GreenRating,neighborhood,latitude,longitude
1012720034,"720 5 Ave, New York, NY 10019",Promenade Real Estate,Resolution Real Estate,2021,15.0,18,113292,67975.0,100.0,C,64,,76.0,B,,,,,,,Midtown-Times Square,40.7626241,-73.9747244
1012720066,"48 W 57th St, New York, NY 10019",Vornado Realty Trust,Vornado Realty Trust,2000,16.0,25,76843,51177.0,86.3,D,26,,61.0,B,Anthony Cugini (212) 894-7425 (p),(212) 894-7000 (p),$5.73 ,4792.0,3.0,,Midtown-Times Square,40.7638152,-73.9765066
1012730001,"1400 Ave Of The Americas, New York, NY 10019",Empire State Realty Trust,Newmark,1989,18.0,93,158597,132761.0,98.4,B,76,,74.0,A,Erik Harris (212) 372-2105 (p),,,,,,Midtown-Times Square,40.7644863,-73.9767025
1012730012,"37 W 57th St, New York, NY 10019",Sedesco,Newmark,2023,13.0,2,69649,58113.0,100.0,N (exempt),57,100.0,,B,Nathan Kropp (212) 372-2056 (p),Rachel Wooten Barley (212) 372-2000 (p),$11.79 ,5356.0,2.0,,Midtown West,40.764104,-73.9759544
1012750001,"461 5 Ave, New York, NY 10017",SL Green Realty,Newmark,1988,26.0,8,238748,194929.0,96.9,B,72,90.0,,A,,,,,,,Midtown-Times Square,40.7521518,-73.9814189
1012750012,"15 E 40th St, New York, NY 10016",Ya Zhou Wen Hua,Douglas Elliman,2013,12.0,14,57653,55643.0,100.0,B,80,,77.0,A,,,,,,,Midtown East,40.7518084,-73.9806684
1012750014,"284 Madison Ave, New York, NY 10017",APF Properties,Avison Young,2016,23.0,27,102079,86767.15,78.4,D,50,80.0,,B,John Ryan (212) 729-4971 (p),Angelica Bonilla (212) 586-3900 (p),$15.60 ,5672.0,5.0,,Flatiron,40.7517597,-73.9803789
1012750023,"285 Madison Ave, New York, NY 10017",SL Green Realty,Newmark,2013,25.0,11,477127,386052.0,96.9,C,68,,71.0,A,Daniel Levine (212) 372-2319 (p),,,,,,Midtown-Times Square,40.751726,-73.9799171
1012750027,"100 Park Ave, New York, NY 10017",SL Green Realty,Cushman & Wakefield,2008,36.0,1,861569,756583.0,100.0,B,81,94.0,,A,Tara Stacom (212) 841-7843 (p),,,,,,Midtown-Times Square,40.7513148,-73.9786773
1012750059,"292 Madison Ave, New York, NY 10017",American Exchange Group,Newmark,2018,24.0,1,170230,165230.0,100.0,A,87,85.0,,A,Erik Harris (212) 372-2105 (p),(212) 293-8800 (p),$17.20 ,7885.0,9.0,,Midtown-Times Square,40.7519495,-73.9800905
1012770014,"330 Madison Ave, New York, NY 10017",Vornado Realty Trust,JLL,2012,40.0,70,733001,712616.0,98.8,B,83,85.0,,A,Frank Doyle (212) 812-5759 (p),,,,,,Flatiron,40.7528164,-73.9792516
1012770069,"511 5 Ave, New York, NY 10017",Aurora Capital Associates,Newmark,1983,17.0,1,125632,106787.2,100.0,A,23,,51.0,B,,,,,,,Midtown-Times Square,40.7537084,-73.9802093
1012780001,"521 5 Ave, New York, NY 10018",Savanna Real Estate Fund,CBRE,2019,38.0,61,446045,401183.0,81.6,B,70,55.0,,A,Peter Turchin (212) 984-8364 (p),Anthony Freer (212) 984-8000 (p),$17.40 ,11795.0,12.0,,Midtown-Times Square,40.7564263,-73.9813618
1012780014,"340 Madison Ave, New York, NY 10173",Barings,CBRE,2025,22.0,214,647001,537616.0,95.3,A,86,,76.0,A,,,,,,,Midtown-Times Square,40.7538841,-73.9787942
1012780069,"529 5 Ave, New York, NY 10173",Empire State Realty Trust,JLL,2016,19.0,29,271266,242426.0,79.3,A,87,,80.0,A,Lance Yasinsky (212) 292-7592 (p),,$14.73 ,13000.0,8.0,,Midtown-Times Square,40.7543836,-73.9796053
1012790057,"352 Madison Ave, New York, NY 10017",RFR Realty,Metropolitan Transportation Authority,2001,25.0,2,380775,344482.0,90.1,B,78,,75.0,B,,,,,,,Midtown-Times Square,40.754681,-73.9784169
1012790069,"545 5 Ave, New York, NY 10017",Moinian Group,Cushman & Wakefield,1985,13.0,41,180349,150334.0,90.3,D,53,76.0,,B,,,,,,,Midtown-Times Square,40.755229,-73.9793837
1012810059,"18 E 46th St, New York, NY 10017",Klosed Properties,Resolution Real Estate,2020,15.0,35,87016,77716.0,75.4,C,63,,82.0,B,Jeffrey Zund (212) 519-2032 (p),(212) 742-2800 (p),$10.87 ,6297.0,3.0,Energy Star,Midtown-Times Square,40.755448,-73.977934
1012810069,"553 5 Ave, New York, NY 10017",SL Green Realty,CBRE,2017,19.0,21,34137,169667.0,70.1,C,17,,54.0,B,Joe Cybulski (212) 984-6631 (p),(212) 372-2000 (p),$21.85 ,6882.0,3.0,,Midtown-Times Square,40.755698,-73.97882
1012830017,"400 Madison Ave, New York, NY 10017",SL Green Realty,Cushman & Wakefield,1985,20.0,70,146191,138344.0,88.4,A,86,100.0,,A,,,,,,,Midtown-Times Square,40.7564144,-73.9769074
1012830069,"589 5 Ave, New York, NY 10017",Mactaggart Family,Newmark,2013,17.0,2,183902,116082.0,92.0,C,40,75.0,,A,Brett Harvey (212) 372-2099 (p),(212) 255-5145 (p),$29.75 ,10440.0,4.0,,Midtown-Times Square,40.7569466,-73.9778147
1012840007,"7 E 48th St, New York, NY 10017",Sioni Group,LSL Advisors,1984,45.0,38,656428,566807.9976,72.2,A,92,85.0,,B,Daniel Lolai (212) 278-8071 (p),,$8.24 ,5020.0,3.0,LEED Gold,Midtown East,40.757161,-73.9772507
1012840056,"424 Madison Ave, New York, NY 10017",BLDG Management Co.,JLL,1999,15.0,22,62237,62237.0,91.7,C,55,,70.0,B,Nicole Danyi (646) 943-0819 (p),(212) 557-6700 (p),$14.04 ,4130.0,3.0,,Midtown-Times Square,40.757201,-73.9763454
1012850021,"437 Madison Ave, New York, NY 10022",Kaufman Organization,Sage,2015,39.0,102,800694,534889.7673,88.6,D,49,50.0,,A,Michael Lenchner (212) 755-5151 (p),,,,,,Midtown-Times Square,40.7572726,-73.9760537
1012860043,"34 E 51st St, New York, NY 10022",Sedesco,Newmark,2013,21.0,2,74455,65936.0,93.6,F,57,,69.0,A,Brett Harvey (212) 372-2099 (p),,$13.71 ,3700.0,4.0,,Upper East Side,40.7578794,-73.9746006
1012870014,488 MADISON AVENUE,Feil Organization,Feil Organization,1997,23.0,7,492669,372214.0,94.5,A,87,,79.0,A,,,,,,,Midtown-Times Square,40.758,-73.9855
1012870021,"477 Madison Ave, New York, NY 10022",RFR Realty,CBRE,2019,23.0,39,262297,256297.0,81.6,A,94,,81.0,A,Alex D'Amario (212) 984-6697 (p),,$16.21 ,13250.0,6.0,,Midtown-Times Square,40.758558,-73.9746236
1012870033,"350 Park Ave, New York, NY 10022",Vornado Realty Trust,Vornado Realty Trust,1984,31.0,2,541896,51086.1,100.0,C,56,38.0,,A,,,,,,,Midtown-Times Square,40.7583379,-73.973889
1012870052,"485 Madison Ave, New York, NY 10022",Jack Resnick & Sons,Jack Resnick & Sons,1997,24.0,1,263067,207967.8,100.0,A,89,100.0,,A,,,,,,,Midtown-Times Square,40.7588086,-73.9744859
1012880001,"655 5 Ave, New York, NY 10022",Vornado Realty Trust,Vornado Realty Trust,2003,9.0,1,52400,44397.0,100.0,N (exempt),32,,64.0,B,Barry S. Langer (212) 894-7000 (p),,$77.35 ,5098.0,3.0,,Bryant Park,40.7598289,-73.9759167
1012880007,"10 E 53rd St, New York, NY 10022",SL Green Realty,SL Green Realty,2014,38.0,30,317071,317071.0,100.0,D,34,75.0,,A,Gary Rosen (212) 216-1687 (p),Lucas Ortiz (212) 594-2700 (p),$21.34 ,9576.0,11.0,,Midtown-Times Square,40.759992,-73.9752892
1012890021,"515 Madison Ave, New York, NY 10022",GFP Real Estate,GFP Real Estate,2017,42.0,86,331020,300160.0,92.6,A,81,,74.0,A,Martin McGrath (212) 688-4730 (p),Martin McGrath (212) 609-8000 (p),$9.66 ,8810.0,11.0,,Flatiron,40.7597893,-73.9737557
1012890052,"527 Madison Ave, New York, NY 10022",Mitsui Fudosan America,Cushman & Wakefield,1985,25.0,31,197948,182007.0,96.8,B,66,,70.0,A,,,,,,,Flatiron,40.7600832,-73.9733573
1012900001,"689 5 Ave, New York, NY 10022",Vornado Realty Trust,Vornado Realty Trust,1989,14.0,23,103060,78074.0,100.0,C,56,57.0,,B,Barry S. Langer (212) 894-7000 (p),(212) 894-7000 (p),$44.48 ,7000.0,7.0,,Midtown-Times Square,40.7611663,-73.9750761
1012900003,"693 5 Ave, New York, NY 10022",Fimalac,Colliers,1991,20.0,4,101319,86500.0,71.3,B,76,,83.0,B,,,,,,,Bryant Park,40.761152,-73.974791
1012900006,"3 E 54th St, New York, NY 10022",Cohen Brothers,Cohen Brothers,1985,19.0,45,297638,206992.0,100.0,A,100,,88.0,B,Marc Horowitz (212) 590-5224 (p),(212) 838-1800 (p),$12.88 ,11333.0,8.0,,Midtown-Times Square,40.7609414,-73.9745791
1012900037,"410 Park Ave, New York, NY 10022",Global Holdings Management,JLL,2018,21.0,1,249417,228665.0,100.0,A,90,75.0,,A,,,,,,,Upper East Side,40.760301,-73.9721971
1012900044,"66 E 55th St, New York, NY 10022",Tak Development,JLL,1985,25.0,1,135000,114750.0,100.0,A,77,80.0,,A,Diana Biasotti (212) 812-5751 (p),(212) 674-2556 (p),$10.96 ,5923.0,5.0,,Upper East Side,40.7606601,-73.9727483
1012910001,"711 5 Ave, New York, NY 10022",Bilgili Holding,Newmark,2021,18.0,15,310000,262000.0,100.0,D,49,,62.0,A,Howard Hersch (212) 655-0626 (p),,$51.06 ,19667.0,9.0,,Midtown-Times Square,40.7616991,-73.9743251
1012910010,"550 Madison Ave, New York, NY 10022",Olayan America,CBRE,2019,37.0,7,685125,636077.0,93.5,A,97,,87.0,A,,,,,,,Midtown-Times Square,40.7613131,-73.9734414
1012910021,"551 Madison Ave, New York, NY 10022",Lexin,JLL,2009,17.0,22,149179,108130.0,75.5,A,84,,82.0,A,Greg Wang (212) 632-1810 (p),(212) 841-7500 (p),$17.10 ,7380.0,3.0,,Midtown-Times Square,40.7610446,-73.972968
1012910028,"65 E 55th St, New York, NY 10022",Macklowe Management,Newmark,1986,37.0,25,528552,441776.0,89.3,B,56,61.0,,A,Brian Waterman (212) 372-2299 (p),,,,,,Upper East Side,40.760928,-73.9721295
1012910038,"430 Park Ave, New York, NY 10022",Komohil,JLL,2002,18.0,21,233115,223008.0,99.2,A,42,,69.0,A,,,,,,,Upper East Side,40.7607986,-73.9717622
1012910045,"60 E 56th St, New York, NY 10022",6056 Leasehold,Newmark,1989,12.0,1,62933,58240.69849,100.0,N (exempt),43,85.0,,B,Paul Ippolito (212) 372-2360 (p),Edward Camuzo (212) 227-0784 (p),$9.83 ,5594.0,4.0,LEED Gold,Midtown-Times Square,40.7611782,-73.9723167
1012920037,"450 Park Ave, New York, NY 10022",SL Green Realty,SL Green Realty,1989,32.0,62,325116,264713.0,98.8,D,37,38.0,,A,,,,,,,Midtown-Times Square,40.7614961,-73.9713699
1012920048,"32 E 57th St, New York, NY 10022",Joseph P. Day,Joseph P. Day,1985,22.0,19,77511,72511.0,100.0,A,96,,94.0,A,(212) 889-7460 (p),Richard Teichman (212) 889-7460 (p),$18.58 ,4219.0,3.0,,Midtown-Times Square,40.7618877,-73.9720979
1012920052,"575 Madison Ave, New York, NY 10022",Steinberg,CBRE,2018,25.0,31,400943,343354.0,70.4,B,83,,77.0,B,,,,,,,Midtown-Times Square,40.761814,-73.9723596
1012930026,"597 Madison Ave, New York, NY 10022",Fuller Madison,Newmark,2005,42.0,12,305037,195874.5,100.0,B,76,74.0,,A,,,,,,,Midtown-Times Square,40.76235,-73.9718259
1012930035,"460 Park Ave, New York, NY 10022",Hahn Kook Center,JLL,2013,22.0,2,254185,249862.0,87.3,C,40,,50.0,A,,,,,,,Upper East Side,40.7620224,-73.971005
1012930059,"600 Madison Ave, New York, NY 10022",Ruben Companies,CBRE,2014,25.0,1,343305,315918.0,100.0,D,50,75.0,,A,John Santora (212) 841-7500 john.santora@cushwake.com,,,,,,Midtown-Times Square,40.7629891,-73.9723831
1012930069,"745 5 Ave, New York, NY 10022",Paramount Group,Paramount Group,1989,34.0,55,459340,437870.0,69.2,B,73,75.0,,A,Douglas Neye (212) 237-2976 (p),,,,,,Bryant Park,40.7631512,-73.973342
1012940037,"500 Park Ave, New York, NY 10022",SL Green Realty,JLL,2008,11.0,13,103178,97344.0,90.6,D,4,34.0,,A,,,,,,,Midtown-Times Square,40.7629965,-73.9702824
1012940046,"625 Madison Ave, New York, NY 10022",SL Green Realty,SL Green Realty,1988,16.0,2,526635,464747.0,100.0,N (exempt),68,75.0,,A,,,,,,,Midtown-Times Square,40.7632454,-73.9712843
1012950017,"354 Lexington Ave, New York, NY 10017",Hilson Management,TKO Suites,2020,24.0,37,238293,226050.0,93.0,B,80,85.0,,B,Rebecca Esses (833) 410-3195 (p),Fred Schwalbe (212) 751-5884 (p),$10.07 ,5500.0,4.0,LEED Gold,Murray Hill-Kips Bay,40.7503383,-73.9771323
1012950020,"363 Lexington Ave, New York, NY 10017",AmTrust Realty,JLL,2012,26.0,38,118587,108587.0,77.1,N (exempt),45,90.0,,A,Barbara Winter (212) 812-5990 (p),(212) 841-7500 (p),$11.26 ,11458.0,7.0,,Murray Hill-Kips Bay,40.7505933,-73.9764875
1012950023,"355 Lexington Ave, New York, NY 10017",Rudin,Rudin,1988,22.0,30,225000,209000.0,100.0,A,85,,81.0,A,Robert Steinman (212) 407-2490 (p),Robert Steinman (212) 407-2400 (p),$9.54 ,10045.0,8.0,,Midtown East,40.7502156,-73.9764544
1012950033,"622 3 Ave, New York, NY 10017",Cohen Brothers,Cohen Brothers,2013,41.0,23,1088000,960471.0,77.5,C,63,,63.0,A,Marc Horowitz (212) 590-5224 (p),,,,,,Murray Hill-Kips Bay,40.750091,-73.9759533
1012950058,"364 Lexington Ave, New York, NY 10017",Triangle Assets,Triangle Assets,2004,26.0,131,245292,233287.0,86.5,C,55,,70.0,B,Freddy Srour (212) 983-0338 (p),Faraj Srour (212) 687-2324 (p),$20.87 ,4235.0,3.0,,Murray Hill-Kips Bay,40.7505863,-73.9768407
1012960001,"125 Park Ave, New York, NY 10168",SL Green Realty,SL Green Realty,2012,24.0,40,541089,497582.0,93.7,C,64,75.0,,A,John Esslinger - Boston Properties Limited Partnership,,,,,,Murray Hill-Kips Bay,40.751727,-73.9774507
1012970023,"395 Lexington Ave, New York, NY 10174",Cooper Union,Cushman & Wakefield,2000,68.0,1,1035307,880010.95,100.0,A,89,,78.0,A,,,,,,,Midtown East,40.751522,-73.9756744
1012990022,"437 Lexington Ave, New York, NY 10017",Gordon Property Group,JLL,2010,18.0,1,97075,91555.0,100.0,D,54,53.0,,B,Seth Hecht (212) 812-6548 (p),,$10.64 ,7405.0,5.0,,Midtown East,40.7529381,-73.974658
1013000001,"230 Park Ave, New York, NY 10017",RXR Realty,RXR Realty,2018,34.0,113,1212596,1181886.0,68.9,B,77,75.0,,A,Andrew Ackerman (212) 444-3821 (p),,,,,LEED Platinum,East Midtown-Turtle Bay,40.754455,-73.9760113
1013000033,"730 3 Ave, New York, NY 10017",TIAA-CREF,CBRE,1992,28.0,8,665110,646809.0,98.5,A,86,100.0,,A,Paul Amrich (212) 984-8122 (p),,,,,,Midtown East,40.7531619,-73.9730488
1013010001,"245 Park Ave, New York, NY 10167",SL Green Realty,SL Green Realty,2011,45.0,35,1592125,1573122.0,93.7,C,58,82.0,,A,,,,,,,East Midtown-Turtle Bay,40.7548321,-73.9752532
1013010023,"485 Lexington Ave, New York, NY 10017",SL Green Realty,SL Green Realty,2013,30.0,30,794557,674979.0,81.4,B,80,80.0,,A,David Kaufman (212) 356-4104 (p),,,,,,East Midtown-Turtle Bay,40.7542044,-73.9736139
1013010033,"750 3 Ave, New York, NY 10017",SL Green Realty,SL Green Realty,2006,34.0,65,761384,739495.0,100.0,N (exempt),84,75.0,,A,David Kaufman (212) 356-4104 (p),,,,,,Midtown East,40.7537503,-73.9725913
1013030001,"299 Park Ave, New York, NY 11364",Fisher Brothers Management,Newmark,2014,42.0,16,1039281,508069.7,98.5,D,54,50.0,,A,,,,,,,East Midtown-Turtle Bay,40.7563093,-73.9742087
1013030033,"776 3 Ave, New York, NY 10017",TIAA-CREF,CBRE,1983,50.0,80,515182,306936.0,78.5,B,75,80.0,,C,,,,,,,East Midtown-Turtle Bay,40.7549035,-73.9720323
1013040033,"800 3 Ave, New York, NY 10022",SL Green Realty,Joseph P. Day,2006,41.0,56,528180,500190.0,89.3,D,29,,43.0,A,Richard Teichman (212) 889-7460 (p),,,,,,East Midtown-Turtle Bay,40.7556476,-73.9713866
1013050013,"560 Lexington Ave, New York, NY 10022",Rudin,Rudin,2014,22.0,17,333848,324040.0,85.0,B,79,,69.0,A,Kevin Daly (212) 407-2437 (p),Thomas Keating (212) 407-2400 (p),$24.67 ,17204.0,10.0,,East Midtown-Turtle Bay,40.7568378,-73.972596
1013050040,"830 3 Ave, New York, NY 10022",Empire State Realty Trust,Empire State Realty Trust,2016,13.0,21,150638,135157.0,92.6,A,88,,85.0,B,Arash Rahmani (212) 213-4551 (p),,$12.37 ,10866.0,5.0,,East Midtown-Turtle Bay,40.7564053,-73.9707437
1013050060,"566 Lexington Ave, New York, NY 10022",Feil Organization,Feil Organization,1996,50.0,50,554277,361581.0,77.2,N (exempt),28,,45.0,A,Timothy Parlante (212) 563-6557 (p),Randy Seider (212) 563-6557 (p),$23.80 ,19435.0,12.0,,East Midtown-Turtle Bay,40.7569033,-73.972667
1013060001,"345 Park Ave, New York, NY 10154",Rudin,Rudin,1999,44.0,30,1783232,1504490.0,98.1,D,46,,63.0,A,Thomas Keating (212) 407-2481 (p),,,,,,East Midtown-Turtle Bay,40.7579332,-73.9722189
1013070001,"375 Park Ave, New York, NY 10152",RFR Realty,RFR Realty,2021,38.0,1,824906,721661.9,100.0,B,74,,79.0,A,,,,,,,East Midtown-Turtle Bay,40.7585212,-73.9724896
1013070014,"600 Lexington Ave, New York, NY 10022",Lex NY Equities,Cushman & Wakefield,2013,35.0,45,305167,264196.0,89.0,A,88,,80.0,A,Harry Blair (212) 841-5996 (p),,$17.87 ,10890.0,8.0,,East Midtown-Turtle Bay,40.757996,-73.9715748
1013080033,"880 3 Ave, New York, NY 10022",Jack Resnick & Sons,Jack Resnick & Sons,2009,18.0,22,142235,119340.0,78.6,A,88,,82.0,A,Adam Rappaport (646) 253-3111 (p),(212) 421-1300 (p),$14.54 ,8452.0,3.0,,East Midtown-Turtle Bay,40.7580448,-73.9696712
1013090023,"641 Lexington Ave, New York, NY 10022",Rudin,Rudin,2013,32.0,40,431744,402935.0,92.8,B,80,,69.0,A,Robert Steinman (212) 407-2490 (p),Robert Steinman (212) 407-2400 (p),$11.84 ,13281.0,12.0,,East Midtown-Turtle Bay,40.7589689,-73.9697378
1013090032,"900 3 Ave, New York, NY 10022",Paramount Group,Cushman & Wakefield,1983,36.0,35,516710,509700.0,91.4,A,88,87.0,,A,Bruce Mosler (212) 841-7900 (p),,,,,,Midtown East,40.7586898,-73.9690009
1013090066,"110 E 55th St, New York, NY 10022",Parkoff Organization,Douglas Elliman,2017,19.0,1,73000,69350.0,100.0,N (exempt),45,,70.0,B,Bradford Siderow (212) 891-7034 (p),Michael Papilsky (516) 487-6790 (p),$14.84 ,3533.0,3.0,LEED Platinum,East Midtown-Turtle Bay,40.7598734,-73.9712088
1013100041,"160 E 56th St, New York, NY 10022",Shokrollah Rehanian,Handler Real Estate Services,2003,12.0,42,55558,47423.0,99.1,A,87,85.0,,B,Isaac Leader (646) 747-4686 (p),Nathaniel Rehanian (212) 273-0794 (p),$13.53 ,4530.0,4.0,,East Midtown-Turtle Bay,40.7596846,-73.9686591
1013120015,"135 E 57th St, New York, NY 10022",Cohen Brothers,Cohen Brothers,1987,32.0,41,397354,267046.0,100.0,N (exempt),79,,67.0,A,Marc Horowitz (212) 590-5224 (p),(212) 838-1800 (p),$17.19 ,13260.0,10.0,,Upper East Side,40.7597193,-73.9716759
1013120024,"145 E 57th St, New York, NY 10022",ABS Partners,ABS Partners,2015,13.0,12,58458,44873.0,100.0,F,62,65.0,,B,Ben Waller (212) 400-9515 (p),John Brod (212) 400-6060 (p),$12.72 ,4750.0,3.0,,Upper East Side,40.7609619,-73.9684491
1013120041,"150 E 58th St, New York, NY 10155",Vornado Realty Trust,Vornado Realty Trust,2013,39.0,144,529736,461569.5,100.0,C,64,84.0,,A,Ryan Levy (212) 894-7472 (p),,,,,,East Midtown-Turtle Bay,40.7611177,-73.9681954
1013130005,"111 E 58th St, New York, NY 10022",Jack Resnick & Sons,Jack Resnick & Sons,1974,36.0,29,538141,459957.0,71.2,B,74,46.0,,B,Fran Delgorio (646) 253-3100 (p),Husen Dedushaj (212) 421-1300 (p),$16.47 ,9175.0,5.0,,East Midtown-Turtle Bay,40.7622127,-73.9694998
1013130014,"722 Lexington Ave, New York, NY 10022",Vornado Realty Trust,Vornado Realty Trust,1974,14.0,1,130837,121464.0,100.0,A,99,,91.0,A,Edward Riguardi (212) 894-7923 (p),,,,,,East Midtown-Turtle Bay,40.7619274,-73.9686577
1013150001,"655 3 Ave, New York, NY 10017",Durst Organization,Durst Organization,2025,28.0,92,384432,366528.0,79.8,B,77,75.0,,A,Ashlea Aaron (212) 257-6590 (p),James McMorrow (212) 257-6590 (p),$13.51 ,19000.0,1.0,,Murray Hill-Kips Bay,40.7503057,-73.9743541
1013160001,"675 3 Ave, New York, NY 10017",Durst Organization,Durst Organization,1994,31.0,50,289356,289356.0,100.0,C,60,,61.0,A,(212) 730-9411 (p),,$16.66 ,12700.0,8.0,,Murray Hill-Kips Bay,40.751077,-73.9738022
1013170001,"685 3 Ave, New York, NY 10017",BGO,CBRE,2023,27.0,57,645347,533565.0,89.4,A,85,87.0,,A,Paul Amrich (212) 984-8122 (p),,,,,,Murray Hill-Kips Bay,40.7521879,-73.9728024
1013170021,"815 2 Ave, New York, NY 10017",Episcopal Church,Avison Young,2004,11.0,4,137784,137784.0,100.0,N (exempt),83,,82.0,B,Nicola Heryet (212) 858-0593 (p),(212) 867-8400 (p),$17.13 ,10000.0,1.0,,Midtown East,40.7507932,-73.9719425
1013180001,"711 3 Ave, New York, NY 10017",SL Green Realty,SL Green Realty,2010,19.0,35,497908,478028.0,73.2,A,85,75.0,,B,Gary Rosen (212) 216-1687 (p),,,,,,East Midtown-Turtle Bay,40.7522486,-73.9729531
1013180033,"228 E 45th St, New York, NY 10017",Steinberg,Resolution Real Estate,2013,16.0,1,208052,176844.2,100.0,B,84,,81.0,B,Brett Weiss (212) 519-2041 (p),Matt Steinberg (212) 752-7474 (p),$10.94 ,16500.0,6.0,,Midtown East,40.7519152,-73.9718264
1013190047,"733 3 Ave, New York, NY 10017",Durst Organization,Durst Organization,2018,23.0,20,390878,390878.0,92.1,C,66,,74.0,A,Eric Engelhardt (212) 667-8704 (p),Ken Calderone (646) 738-3080 (p),$12.81 ,23954.0,11.0,,East Midtown-Turtle Bay,40.7528964,-73.9722049
1013200046,"747 3 Ave, New York, NY 10017",Kaufman Organization,Sage,2014,39.0,42,417356,346259.238,86.9,D,44,40.0,,A,Michael Lenchner (212) 755-5151 (p),(212) 755-6033 (p),$11.79 ,11538.0,13.0,,East Midtown-Turtle Bay,40.7535456,-73.9721419
1013210001,"757 3 Ave, New York, NY 10017",MEPT Fund,JLL,1987,26.0,65,407767,381767.0,75.6,B,74,,78.0,A,Clark Finney (212) 812-6505 (p),,,,,,East Midtown-Turtle Bay,40.7539261,-73.9714666
1013210022,"885 2 Ave, New York, NY 10017",Tower Plaza Associates,Newmark,2006,48.0,27,812598,704001.0,93.0,B,83,80.0,,A,Erik Harris (212) 372-2105 (p),,,,,,East Midtown-Turtle Bay,40.7534902,-73.970055
1013210047,"767 3 Ave, New York, NY 10017","Quantum Pacific Group, Metro Loft Management",Sage,2023,40.0,1,281892,277498.0,100.0,C,56,59.0,,A,Michael Lenchner (212) 755-5151 (p),Yvette Rivera (212) 758-0437 (p),$12.36 ,7745.0,8.0,,East Midtown-Turtle Bay,40.7541811,-73.9713866
1013220001,"777 3 Ave, New York, NY 10017",Kaufman Organization,Sage,2010,39.0,61,539082,470253.1083,88.4,C,65,59.0,,A,Michael Lenchner (212) 755-5151 (p),,,,,,East Midtown-Turtle Bay,40.7546905,-73.9711154
1013230047,"805 3 Ave, New York, NY 10022",Cohen Brothers,Bradford Allen Realty Services,2018,29.0,64,597523,560753.0,33.2,B,76,,65.0,A,Tony Builder (212) 593-7106 (p),,,,,,East Midtown-Turtle Bay,40.7554239,-73.9705679
1013250001,"845 3 Ave, New York, NY 10022",Rudin,Rudin,2004,21.0,34,352888,314371.0,100.0,B,70,,71.0,A,Robert Steinman (212) 407-2490 (p),Eric Sarner (212) 776-1200 (p),$13.41 ,20000.0,10.0,LEED Platinum,East Midtown-Turtle Bay,40.7566468,-73.9698044
1013260001,"875 3 Ave, New York, NY 10022",Global Holdings Management,JLL,1982,29.0,29,634175,623129.0,92.1,A,93,75.0,,A,Diana Biasotti (212) 812-5751 (p),,,,,,East Midtown-Turtle Bay,40.757194,-73.9691858
1013280001,"909 3 Ave, New York, NY 10022",Vornado Realty Trust,CBRE,2011,32.0,10,1278510,941056.0,90.1,A,90,,79.0,A,Jacob Rosenthal (212) 984-8009 (p),,,,,,East Midtown-Turtle Bay,40.7583293,-73.9679886
1013290001,"919 3 Ave, New York, NY 10022",SL Green Realty,CBRE,2016,46.0,55,1428504,1211280.0,95.5,N (exempt),66,69.0,,A,Alex D'Amario (212) 984-6697 (p),,,,,,East Midtown-Turtle Bay,40.7588986,-73.9680576
1013320001,"979 3 Ave, New York, NY 10022",Cohen Brothers,Cohen Brothers,2001,17.0,200,579779,518279.0,84.4,B,78,,70.0,A,Matthew Kurzban (212) 590-5225 (p),,,,,,East Midtown-Turtle Bay,40.7608916,-73.9664334
1013740014,"650 Madison Ave, New York, NY 10022",Vornado Realty Trust,JLL,1987,27.0,33,531000,344086.3,99.2,C,68,,69.0,A,,,,,,,Upper East Side-Carnegie Hill,40.7643547,-73.9708414
1013740060,"10 E 60th St, New York, NY 10022",Findim Investments S.A.,Cushman & Wakefield,2020,13.0,46,129837,110957.0,91.9,D,29,,58.0,B,William Fressle (212) 841-7566 (p),(617) 250-7600 (p),$12.26 ,8750.0,5.0,,Upper East Side-Carnegie Hill,40.7643562,-73.9718949
1013750016,"652 Madison Ave, New York, NY 10065",Extell Development,Colliers,2022,21.0,42,136733,118733.0,100.0,C,68,,74.0,A,,,,,,,Upper East Side-Carnegie Hill,40.764542,-73.971103
1013750021,"653 Madison Ave, New York, NY 10065",Adler Group,Kaufman Organization,2021,24.0,40,207888,185235.0,96.7,B,75,,76.0,B,,,,,,,Upper East Side-Carnegie Hill,40.7642648,-73.9705422
1013940001,"505 Park Ave, New York, NY 10022",G.S. 505 Park,Cushman & Wakefield,1986,21.0,44,220510,213746.0,93.6,A,87,,84.0,A,,,,,,,Upper East Side-Carnegie Hill,40.76294,-73.96928
1013940013,"750 Lexington Ave, New York, NY 10022",Cohen Brothers,Bradford Allen Realty Services,1986,28.0,44,383935,328343.95,77.4,B,75,,65.0,A,Glenn Isaacson (917) 838-1097 (p),(212) 838-1800 (p),$18.09 ,11459.0,8.0,,Upper East Side-Carnegie Hill,40.7626903,-73.9682642
